id,title,budget,release_date,revenue,tagline,rating,director_id
45956,Blow Out,18000000,1981-07-24,12000000,Murder has a sound all of its own!,7.3,4967
45957,Getaway,18000000,2013-08-29,10501938,Get in. Get out. Getaway.,4.9,5757
45958,The Ice Storm,18000000,1997-09-27,8038061,"It was 1973, and the climate was changing.",6.9,4867
45959,And So It Goes,18000000,2014-07-20,25312387,,5.7,5101
45960,Troop Beverly Hills,0,1989-03-22,0,"When the going gets tough, the tough go shopping!",5.6,5758
45961,Being Julia,0,2004-09-03,0,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,6.4,5759
45962,Nine 1/2 Weeks,17000000,1986-02-14,6735922,They Broke Every Rule,5.8,5209
45963,Dragonslayer,18000000,1981-06-26,14110013,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",6.5,5760
45964,The Last Station,0,2009-09-04,0,Intoxicating. Infuriating. Impossible. Love.,6.7,5547
45965,Ed Wood,18000000,1994-09-27,5887457,"When it came to making bad movies, Ed Wood was the best.",7.3,4785
45966,Labor Day,18000000,2013-12-27,20275812,,6.7,5450
45967,Монгол,18000000,2007-09-20,26527510,Greatness comes to those who take it.,6.5,4952
45968,RockNRolla,18000000,2008-09-04,25739015,"A story of sex, thugs and rock 'n roll.",6.9,4888
45969,Megaforce,0,1982-06-25,0,Deeds not Words,3.5,5761
45970,Hamlet,0,1996-12-25,0,,7.3,4847
45971,Mao's Last Dancer,25000000,2009-10-01,20719451,最后的舞者,6.8,5304
45972,Midnight Special,18000000,2016-02-18,6212282,He's not like us.,6.2,5762
45973,Anything Else,0,2003-08-27,0,In any relationship one person always does the heavy lifting.,6.2,5457
45974,The Railway Man,18000000,2013-12-26,22309223,Revenge is never a straight line.,6.7,5763
45975,Das weisse Band,15238800,2009-05-21,0,,7.2,5764
45976,Restoration,0,2016-05-03,0,,5.3,5765
45977,The Wraith,2700000,1986-11-21,3500000,He's not from around here...,5.9,5766
45978,Salton Sea,18000000,2002-01-01,676698,"If you're looking for the truth, you've come to the wrong place.",7.0,4999
45979,Metallica: Through the Never,18000000,2013-09-25,7972967,Experience Metallica like never before,6.7,5313
45980,The Informers,18000000,2008-11-05,382174,Greed is good. Sex is easy. Youth is forever.,4.4,5767
45981,Carlos,18000000,2010-05-19,871279,The man who hijacked the world,6.7,5768
45982,I Come with the Rain,18000000,2009-05-14,0,,5.6,5769
45983,One Man's Hero,0,1999-08-02,0,One man's hero is another man's traitor.,9.3,5770
45984,Day of the Dead,3500000,1985-07-19,34000000,The darkest day of horror the world has ever known.,6.9,4991
45985,I Am Wrath,18000000,2016-04-14,0,I lay my vengeance upon them.,4.5,4926
45986,Renaissance,18000000,2006-03-16,1831348,Paris 2054. Live forever or die trying,6.7,5771
45987,Red Sonja,17900000,1985-04-09,6948633,A woman and a warrior that became a legend.,5.0,5568
45988,Red Lights,14000000,2012-03-02,13551174,How much do you want to believe?,6.0,5772
45989,Superbad,20000000,2007-08-17,121463226,Come and Get Some!,7.0,5319
45990,Madea Goes to Jail,0,2009-02-16,90508336,,6.4,5554
45991,Wolves,18000000,2014-08-28,0,Unleash the beast,5.7,5773
45992,Step Up 2: The Streets,23000000,2008-02-14,150816700,It's not where you're from. It's where you're at.,6.5,4868
45993,Hoodwinked!,15000000,2005-12-16,51053787,Armed And Dangerously Dumb.,5.9,5774
45994,Hotel Rwanda,17500000,2004-09-11,38000000,"When the world closed its eyes, he opened his arms.",7.5,5775
45995,Hitman,24000000,2007-11-21,99965753,Assassin 47,5.9,5776
45996,Black Nativity,17500000,2013-11-27,7018189,The Musical Event of the Holiday Season,5.8,5777
45997,The Prince,18000000,2014-08-22,266586800,Mercy is for the Weak,4.6,5778
45998,City of Ghosts,0,2002-01-01,0,,5.4,5779
45999,The Others,0,2001-08-02,0,"Sooner or later she'll see them, then everything will be different.",7.4,5076
46000,Aliens,18500000,1986-07-18,183316455,This Time It's War,7.7,4762
46001,My Fair Lady,17000000,1964-10-21,72070731,The loverliest motion picture of them all!,7.4,5780
46002,I Know What You Did Last Summer,17000000,1997-10-17,125586134,"If you're going to bury the truth, make sure it stays buried.",5.6,5178
46003,Let's Be Cops,17000000,2014-08-13,136621271,Fake Cops. Real Trouble.,6.4,5387
46004,Sideways,16000000,2004-10-22,109502303,In search of wine. In search of women. In search of themselves.,6.9,5451
46005,Beerfest,17500000,2006-08-25,19179969,Prepare for the ultimate chug of war.,5.8,5184
46006,Halloween,300000,1978-10-25,70000000,The Night He Came Home,7.4,5227
46007,Good Boy!,17000000,2003-10-10,0,Rover is about to take over.,4.7,5781
46008,The Best Man Holiday,17000000,2013-11-15,71625195,Times change. Friendship doesn't.,6.7,5338
46009,Smokin' Aces,17000000,2006-12-09,57103895,Nobody gets away clean.,6.4,5555
46010,Saw 3D,20000000,2010-10-21,136150434,The Traps Come Alive,5.8,5782
46011,40 Days and 40 Nights,17000000,2002-03-01,0,Easier said than done.,5.2,5094
46012,A Night at the Roxbury,17000000,1998-10-01,30331165,Score!,5.9,5783
46013,Beastly,17000000,2011-01-21,43165571,Love is never ugly.,6.0,5739
46014,The Hills Have Eyes,15000000,2006-03-10,69623713,The lucky ones die first.,6.1,5391
46015,Dickie Roberts: Former Child Star,0,2003-09-05,0,50 million people used to watch him on TV. Now he washes their cars.,5.1,5160
46016,"McFarland, USA",0,2015-02-20,45710059,Champions Can Come From Anywhere.,7.4,5486
46017,Lottery Ticket,0,2010-08-20,0,Winning is Just the Beginning Surviving is Another Story,5.6,5784
46018,ATL,20000000,2006-03-31,21170563,A New American Story,6.0,5785
46019,Pitch Perfect,17000000,2012-09-28,115350426,Get pitch slapped.,7.3,5786
46020,Summer Catch,34000000,2001-08-22,19693891,Are you game?,4.8,5382
46021,A Simple Plan,0,1998-12-11,0,Sometimes good people do evil things.,6.9,4767
46022,They,17000000,2002-11-01,0,Are you afraid of the dark? You should be.,4.6,5787
46023,Larry the Cable Guy: Health Inspector,0,2006-03-24,0,,3.3,5788
46024,The Adventures of Elmo in Grouchland,0,1999-10-01,0,"The Good, The Bad and The Stinky.",6.3,5789
46025,Brooklyn's Finest,17000000,2009-01-16,29536299,This is War. This is Brooklyn.,6.2,5034
46026,55 Days at Peking,17000000,1963-05-06,10000000,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,6.3,5790
46027,Evil Dead,17000000,2013-04-05,97542952,The most terrifying film you will ever experience.,6.4,5791
46028,My Life in Ruins,17000000,2009-02-06,20455276,The most fun you can have without a passport.,5.6,5132
46029,American Dreamz,17000000,2006-03-04,7314027,Imagine a country where more people vote for a pop idol than they do for their next President.,4.9,4924
46030,Superman IV: The Quest for Peace,17000000,1987-07-23,19300000,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",4.1,5792
46031,How She Move,0,2008-01-25,0,,3.0,5793
46032,Running Scared,17000000,2006-01-06,9500000,Every bullet leaves a trail.,7.0,5794
46033,Bobby Jones: Stroke of Genius,0,2004-04-30,0,,5.5,5795
46034,Shanghai Surprise,17000000,1986-08-29,0,A romantic adventure for the dangerous at heart.,2.9,5796
46035,The Illusionist,40000000,2006-08-18,86915017,Nothing Is What It Seems.,7.1,4980
46036,Roar,17000000,1981-11-12,2000000,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,5.6,5797
46037,Veronica Guerin,17000000,2003-07-11,1569918,Why would anyone want to kill Veronica Guerin?,6.8,4892
46038,Escobar: Paradise Lost,17000000,2014-10-11,3758328,Welcome to the family,6.1,5798
46039,Southland Tales,17000000,2006-05-15,374743,Have a nice apocalypse.,5.2,5583
46040,Chasseurs de dragons,15000000,2008-03-19,0,Dragon hunting isn't a fairy tale,6.5,5799
46041,Damnation Alley,17000000,1977-09-10,8720000,,5.0,5800
46042,The Apparition,17000000,2012-08-23,9627492,Once You Believe You Die,4.5,5801
46043,My Girl,16500000,1991-11-27,0,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",7.0,5802
46044,Fur: An Imaginary Portrait of Diane Arbus,16800000,2006-08-30,2281089,A love story.,5.8,5803
46045,Wall Street,15000000,1987-12-10,43848069,Every dream has a price.,7.0,4839
46046,Sense and Sensibility,16500000,1995-12-13,135000000,Lose your heart and come to your senses.,7.2,4867
46047,Becoming Jane,16500000,2007-03-02,37311672,Her own life is her greatest inspiration.,6.9,5804
46048,Sydney White,16500000,2007-09-21,13620075,Freshman year is no fairytale,6.0,5805
46049,House of Sand and Fog,16500000,2003-12-19,16942795,Some dreams can't be shared.,7.0,5806
46050,Dead Poets Society,16400000,1989-06-02,235860116,He was their inspiration. He made their lives extraordinary.,8.1,4871
46051,Dumb and Dumber,16000000,1994-12-16,247275374,"What the one doesn't have, the other is missing.",6.5,5067
46052,When Harry Met Sally...,16000000,1989-07-21,92823546,Can two friends sleep together and still love each other in the morning?,7.3,5101
46053,The Verdict,16000000,1982-12-08,53977250,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",7.4,5615
46054,Road Trip,16000000,2000-05-19,119754278,The greatest college tradition of all.,5.9,4993
46055,Varsity Blues,0,1999-01-15,0,It takes a hero to know what's worth winning.,6.0,5115
46056,The Artist,15000000,2011-05-15,133432856,A Breath Of Fresh Vintage Air,7.3,5807
46057,The Unborn,16000000,2009-01-09,76514050,Evil will do anything to live.,4.8,5092
46058,Moonrise Kingdom,16000000,2012-05-16,68263166,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,7.6,5228
46059,The Texas Chainsaw Massacre: The Beginning,16000000,2006-10-06,0,What you know about fear... doesn't even come close.,5.9,4849
46060,The Young Messiah,18500000,2016-03-10,6490401,"Before he was the savior, he was a child.",6.4,5808
46061,The Master of Disguise,0,2002-08-02,0,He can get into any disguise... getting out is another story.,3.7,5809
46062,El laberinto del fauno,19000000,2006-05-27,83258226,What happens when make-believe believes it's real?,7.6,4798
46063,See Spot Run,0,2001-03-02,0,The Smart One Isn't Wearing Any Pants.,4.8,5191
46064,Baby Boy,16000000,2001-06-27,29381649,Just a Baby Boy.,7.4,5024
46065,The Roommate,16000000,2011-02-04,40492759,"2,000 colleges. 8 million roommates. Which one will you get?",5.3,5810
46066,Joe Dirt,17700000,2001-04-10,30987695,He Came. He Cleaned. He Conquered.,5.5,5334
46067,Double Impact,15000000,1991-08-10,30102717,Two brothers separated by the violence. Now together in a mission of revenge.,5.3,5811
46068,Hot Fuzz,12000000,2007-02-14,80573774,Big cops. Small town. Moderate violence.,7.4,4987
46069,The Women,16000000,2008-09-12,50007546,,4.6,5812
46070,Vicky Cristina Barcelona,15000000,2008-08-15,96408652,Life is the ultimate work of art,6.7,5457
46071,Arn: Tempelriddaren,25000000,2007-12-17,0,A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.,6.4,5813
46072,Boys and Girls,16000000,2000-06-16,20627372,Warning: Sex Changes Everything,5.4,5814
46073,White Oleander,0,2002-10-11,0,,7.2,5815
46074,Jennifer's Body,16000000,2009-09-18,31556061,She's evil... and not just high school evil.,5.3,5174
46075,Drowning Mona,16000000,2000-03-03,15427192,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",5.4,5816
46076,Radio Days,16000000,1987-01-30,0,,7.0,5457
46077,Remember Me,20000000,2010-03-12,0,Live in the moments.,6.9,5817
46078,How to Deal,0,2003-07-18,0,Rule #1 There are no rules.,5.7,5818
46079,My Stepmother is an Alien,20000000,1988-12-09,13854000,Man's closest encounter.,5.3,5592
46080,Philadelphia,26000000,1993-12-22,206678440,No one would take on his case... until one man was willing to take on the system.,7.6,5009
46081,The Thirteenth Floor,16000000,1999-04-16,18564088,Question reality. You can go there even though it doesn't exist.,6.8,5819
46082,The Cookout,16000000,2004-09-03,12,"This summer, get your grill on!",4.6,5820
46083,Meteor,0,1979-10-19,0,There's No Place On Earth To Hide!,5.1,5821
46084,Duets,0,2000-09-09,0,Six littles souls in search of a little harmony.,5.5,5822
46085,Hollywood Ending,16000000,2002-05-03,0,It's going to be a shot in the dark!,6.4,5457
46086,Detroit Rock City,6500000,1999-08-13,4217115,Kiss The Rules Goodbye.,6.7,5823
46087,Highlander,16000000,1986-03-07,5900000,There can be only one.,6.8,5261
46088,Things We Lost in the Fire,16000000,2007-09-26,2849142,Hope comes with letting go.,6.7,5824
46089,Steel,16000000,1997-08-15,1686429,Heroes don't come any bigger.,4.3,5825
46090,The Immigrant,16000000,2013-07-03,5867686,,6.2,5520
46091,The White Countess,0,2005-10-30,0,,6.9,5826
46092,Trance,20000000,2013-03-27,24261569,Don't be a hero.,6.5,5222
46093,Soul Plane,16000000,2004-05-28,14822346,Announcing the arrival of the first airline with soul.,4.7,5827
46094,Bienvenue chez les ch'tis,11000000,2008-01-09,53191886,,6.8,5828
46095,Good,0,2008-12-11,0,Anything that makes people happy can't be bad can it?,6.3,5829
46096,Enter the Void,13000000,2009-05-05,754249,,7.2,5830
46097,Vamps,16000000,2012-08-25,0,Dating Sucks,4.8,5696
46098,Hachi: A Dog's Tale,16000000,2009-06-13,47801389,"A true story of faith, devotion and undying love.",7.7,5405
46099,Zulu,16000000,2013-12-04,0,,6.7,5831
46100,The Homesman,16000000,2014-05-18,3442853,,6.4,5832
46101,Juwanna Mann,15600000,2002-06-21,0,,4.2,5833
46102,Ararat,0,2002-05-20,0,,5.7,5599
46103,Madison,0,2001-01-23,0,A town's future is riding with one man.,5.3,5834
46104,Slow Burn,15500000,2005-09-12,1237615,The truth is just a trick of light.,5.5,5835
46105,Wasabi,15300000,2001-10-31,0,For those who take their action raw.,6.2,5836
46106,Slither,15500000,2006-03-31,0,Horror Has A New Face,6.3,4827
46107,Beverly Hills Cop,15000000,1984-11-29,316360478,The Heat Is On!,6.8,4983
46108,Home Alone,18000000,1990-11-09,476684675,A Family Comedy Without the Family.,7.1,4885
46109,Three Men and a Baby,0,1987-11-27,0,They changed her diapers. She changed their lives.,5.8,5609
46110,Tootsie,21000000,1982-12-16,177200000,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,6.9,4965
46111,Top Gun,15000000,1986-05-16,356830601,Up there with the best of the best.,6.7,4923
46112,卧虎藏龙,17000000,2000-10-01,213525736,"A timeless story of strength, secrets and two warriors who would never surrender.",7.2,4867
46113,American Beauty,15000000,1999-09-15,356296601,Look closer.,7.9,4764
46114,The King's Speech,15000000,2010-09-06,414211549,Find your voice.,7.6,5084
46115,Twins,15000000,1988-12-09,216614388,Only their mother can tell them apart.,5.7,5005
46116,The Yellow Handkerchief,15000000,2008-12-17,317000,,6.4,5837
46117,The Color Purple,15000000,1985-12-18,146292009,It's about life. It's about love. It's about us.,7.7,4799
46118,해운대,16000000,2009-06-06,11301649,,6.5,5838
46119,The Imitation Game,14000000,2014-11-14,233555708,The true enigma was the man who cracked the code.,8.0,5839
46120,Private Benjamin,0,1980-10-06,0,,6.0,5802
46121,Coal Miner's Daughter,15000000,1980-03-07,67182787,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,7.2,4838
46122,Diary of a Wimpy Kid,15000000,2010-03-19,75700498,"It's not a diary, it's a movie.",5.9,4966
46123,Mama,15000000,2013-01-17,146497771,A Mother's Love is Forever,6.0,5840
46124,National Lampoon's Vacation,15000000,1983-07-28,61399552,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,7.1,5130
